job_href|job_title|employer|city|salary|schedule|conditions|responsibilities|education|experience|requirements|placement|job_views_value|job_simple_dis_sec
https://joblab.ru/vac9260688.html|Программист 1С|"ООО ""ПроСервис"""|Коломна|По договоренности|Удаленная работа|Оформление по ТК (соцпакет), 5-дневная рабочая неделя (пн.-пт.), 8.00-17.00., Работа в офисе или удаленно., Испытательный срок 3 месяца, дополнительное обучение после испытательного срока., Работа в составе IT-отдела|Сопровождение и доработка конфигураций 1C: БП 3.0, ЗУП 3.1, УТ 11.4, КА 1.1, Обновление, синхронизация и выгрузка данных., Обучение пользователей|Высшее|От 1 года|Опыт разработки программного обеспечения., Наличие сертификатов 1С приветствуется.|18.10.2023 09:14:00|373|
https://joblab.ru/vac3534754.html|PHP программист (1С-Битрикс)|"ООО ""АСПЕКТ"""|Пушкино|от 80 000 руб.|Полный рабочий день|Сфера деятельности компании: разработка сайтов., Офис: г. Пушкино., График работы: пятидневная рабочая неделя., Заработная плата: в зависимости от уровня кандидата., Оформление по ТК РФ.|Разработка и поддержка сайтов и магазинов на 1С-Битрикс.|Высшее|От 2 лет|"Опыт работы в аналогичной должности., Знание php, js+jquery, MySQL, API ""1С-Битрикс""., Опыт создания сложных сайтов., Сертификат разработчика ""1С-Битрикс"" как преимущество., Гражданство РФ."|18.10.2023 09:14:00|4465|
https://joblab.ru/vac4649217.html|Программист Delphi|"ООО ""АСПЕКТ"""|Москва|от 120 000 руб.|Полный рабочий день|Сфера деятельности компании: производство и поставки оборудования для тепличных комплексов., Место работы: Новая Москва, Калужское шоссе, д. Сосенки., График работы: 5/2, с 9.00 до 18.00., Оклад 120 000 рублей (белая, на руки + годовые премии)., Оформление согласно ТК РФ.|Разработка нового ПО., Рефакторинг и доработка существующего ПО., Анализ кода, поиск и исправление ошибок в существующем функционале.|Высшее|От 3 лет|Высшее образование, Опыт разработки нагруженных приложений на Delphi / MS SQL Server или любой другой СУБД от 3 лет., Опыт работы с компонентами VCL, TopGrid, DevExpress, ADO., Опыт работы с компонентами FMX, FireDAC, DataSnap, Indy будет плюсом., Опыт в создании, проектировании БД, хранимых процедур, триггеров, оптимизации запросов., Умение разбираться в чужом коде.|18.10.2023 09:14:00|3092|
https://joblab.ru/vac5626925.html|Инженер-программист АСУ|"ООО ""АСПЕКТ"""|Ступино|от 80 000 руб.|Полный рабочий день|Сфера деятельности: проектирование и производство оборудования., Офис: г. Ступино, р.п. Михнево., График работы: 5/2, с 9:00 до 18:00., Заработная плата: от 80 000 руб., Оформление согласно ТК РФ.|Программирование логических промышленных контроллеров (Шнайдер, Клик, Амрон и других производителей)., Отладка и ввод в эксплуатацию разработанной системы управления.|Высшее|От 1 года|Опыт работы на аналогичной должности., Высшее образование.|18.10.2023 09:14:00|3106|
https://joblab.ru/vac8142457.html|Программист MCU|"ООО ""АСПЕКТ"""|Рязань|По договоренности|Полный рабочий день|Сфера деятельности: разработка, производство и поставка телекоммуникационного оборудования и информационно-управляющих систем., Офис: г. Рязань., График работы: пн. - пт., с 8 до 17 часов., Заработная плата: в зависимости от уровня кандидата., Оформление по ТК РФ.|Разработка программного обеспечения для устройств работающих на базе микроконтроллеров.|Высшее|От 3 лет|Образование: высшее техническое., Подтвержденный опыт работы программистом в области приборостроения, радиоэлектроники, микроэлектроники от 3-5 лет., Знание C/С++., Знание и понимание объектно-ориентированной модели программирования., Уверенное знание STL., Опыт сетевого программирования, протоколы TCP/IP, UDP., Опыт разработки многопоточных приложений., Опыт работы с системами контроля версий (Git)., Знание иностранного языка (уровень): английский язык на уровне чтения технической литературы., Будет преимуществом:, Опыт разработки ПО под микроконтроллеры STM32 или аналогичных с ядром ARM., Опыт разработки ПО для встроенных систем с использованием RTOS, знание FreeRTOS., Знакомство с SPI, I2C, UART, RS232, RS488, PWM, DMA, DAC, ADC., Bootloader USB, HID устройство., Опыт применения шаблонов проектирования., Знакомство с современной цифровой схемотехникой.|18.10.2023 09:14:00|626|
https://joblab.ru/vac8142468.html|DSP-программист|"ООО ""АСПЕКТ"""|Рязань|По договоренности|Полный рабочий день|Сфера деятельности: разработка, производство и поставка телекоммуникационного оборудования и информационно-управляющих систем., Офис: г. Рязань., График работы: пн. - пт., с 8 до 17 часов., Заработная плата: в зависимости от уровня кандидата., Оформление по ТК РФ.|Проектирование программ первичной цифровой обработки сигналов (ЦОС)., Реализация и разработка программ ЦОС (обнаружение, демодуляция, цифровая фильтрация, банки фильтров анализа/синтеза) на DSP (TMS320C6xxx)., Реализация стандартов связи., Передача данных клиентам по каналам связи в т.ч. UART, Ethernet.|Высшее|От 3 лет|Высшее образование., Опыт разработки и реализации алгоритмов цифровой обработки сигналов (цифровая фильтрация, демодуляция, обнаружение) - не менее 1 года., Опыт разработки с использованием C++., Знание стека TCP/IP., Опыт разработки многопоточных приложений, в том числе в многопроцессорных системах., Опыт работы в MatLab., Опыт разработки для процессоров TMS320C6xxx., Умение работать с git., Опыт разработки на QT., Хорошее знание СВЧ оборудования., Знание иностранного языка (уровень): английский язык на уровне чтения технической литературы.|18.10.2023 09:14:00|591|
https://joblab.ru/vac8142484.html|Embedded Linux Developer|"ООО ""АСПЕКТ"""|Рязань|По договоренности|Полный рабочий день|Сфера деятельности: разработка, производство и поставка телекоммуникационного оборудования и информационно-управляющих систем., Офис: г. Рязань., График работы: пн. - пт., с 8 до 17 часов., Заработная плата: в зависимости от уровня кандидата., Оформление по ТК РФ.|Конфигурация и сборка ядра Linux, Модификация Device Tree под новые требования, Сборка и настройка U-Boot, Разработка драйверов ядра Linux, Добавление новой функциональности в драйверы ядра Linux, Разработка/отладка/тестирование прикладных программ под Linux, Документирование проектов.|Высшее|От 3 лет|Высшее образование, хорошее владение С/C++, понимание принципов работы Linux, опыт программирования и написания драйверов под Embedded Linux, владение системой контроля версий Git, опыт работы с Yocto или другой системой сборки, опыт работы с ARM SoC, знание принципов работы основной периферии: USB, I2C, UART, SPI, PWM, DMA и тд., Будет большим плюсом: опыт наботы с SoC Xilinx (Zynq, Zynq US+) или Intel (Cyclone V SoC, Arria V SoC) опыт работы в среде Petalinux., Будет плюсом: опыт программирования на МК опыт программирования на FPGA опыт разработки и реализации алгоритмов ЦОС (DSP) умение разбираться в схемотехнике умение пользоваться средствами измерения.|18.10.2023 09:14:00|553|
https://joblab.ru/vac10594770.html|IT специалист|"АНО ""Без преград"""|Коломна|от 60 000 руб.|Полный рабочий день|Оформление по ТК РФ|Обеспечение бесперебойной работы информационных систем компании., Знание, опыт администрирования и опыт работы:, Windows servers 2003, 2008, 2012, 2016, Linux servers Debian, Ubuntu, CentOS, систем виртуализации VMware, Proxmox, Docker, MS Hyper-V облачных AWS, MS Azure, Samba server, LAMP, Nginx, Zimbra, SoGo, NextCloud, Zabbix, OnlyOffice servers, CRM системы, серверов сетевой безопасности и защиты данных, сетевых технологий на уровне Cisco CCNA, CCNP, RouterOS уровня MTCNA, VoIP Asterick, FreePBX, Free Switch, PBX Panasonic., Visual Studio и Microsoft SQL Server, PostgreSQL, MySQL, CouchDB, языков PowerShell, bash, python и других скриптовых языков Windows и Linux, JavaScript, PHP, CSS, HTML, система контроля версий git, владение инструментами CI/CD (Jenkins, TeamCity), умение работать в багтреккинге Jira, знакомство с Confluence, внедрение современных средств DevOps, подключение, настройка и ремонт торгового оборудования, сборка, ремонт компьютеров, серверов, мониторов, сетевого оборудования, принтеров, МФУ, монтаж видеонаблюдения, СКУД, СКС., Консультирование, обучение и поддержка пользователей., Выполнение поручений руководства.|Высшее|От 5 лет|Высшее образование., Опыт работы от 5 лет по профилю IT ., Аналитические, коммуникативные навыки и навыки решения проблем.|18.10.2023 09:14:00|331|
https://joblab.ru/vac10627311.html|Программист 1С|"АНО ""Без преград"""|Коломна|от 100 000 руб.|Полный рабочий день|Оформление по ТК РФ|"Разработка в среде 1С 8.3, управляемые формы (тонкий клиент), Чтение ""чужого кода"", оптимизация алгоритмов и запросов, Работа с интеграционными моделями с использованием XML, JSON, CSV (http запросы, Adodb), Поддержка ИБ, администрирование (обновление не типовых конфигураций), Поддержка пользователей, консультация (инструкции, технические описания решений), Оценка временных затрат на задачи"|Высшее|От 3 лет|"Программирование в среде 1С 8.3, управляемые формы (тонкий клиент) (не менее 3-х лет), знание БСП (как преимущество), Профильное образование, Хорошее знание типовых механизмов ""Зарплата и управление персоналом"" 3.1 и ""Бухгалтерия предприятия"" 3.0., Опыт работы с нетиповыми конфигурациями (желательно)., Знания SQL, T-SQL (как преимущество)., Знание основ администрирования баз данных СУБД MS SQL, Знание бухгалтерского учета и расчета заработной платы, Опыт работы с интеграционными моделями: http запросы, аdodb, Хорошие знания администрирования сервера 1С, Техническая грамотность, самостоятельность и ответственность."|18.10.2023 09:14:00|199|
https://joblab.ru/vac2598687.html|Консультант по 1С (специалист по внедрению)|"ЗАО ""Коломна - Связь ТВ"""|Коломна|По договоренности|Полный рабочий день|Работа в надежной развивающейся компании., Доброжелательная рабочая атмосфера, сплоченный коллектив. , Оформление в соответствии с ТК РФ., Ежегодный оплачиваемый отпуск 28 дней., Пятидневная рабочая неделя, (пн.-пт. с 8:30 до 17:30., сб.-вс. выходной). , Окладно-сдельная оплата труда ежемесячная доплата за сертификаты 1С., Возможность обучения и сертификации 1С за счет организации перспективы профессионального развития., Работа в офисе с использованием средств удаленного подключения к персональному компьютеру Заказчика (при необходимости выезд к Заказчику).|"Обслуживание как внутрифирменных конфигураций, так и конфигураций клиентов с возможными выездами. , Обучение пользователей работе в системах ""1С"", корректному использованию программного обеспечения., Консультирование пользователей по вопросам бухгалтерского и налогового учета, а также по формированию регламентированной отчетности в конфигурациях 1С (БП, ЗУП, БГУ, ЗКГУ)., Поиск и устранение ошибок в бухгалтерском учете как удаленно, так и с выездом к Заказчику., Постановка задач программистам на доработку/разработку., Установка, настройка и обновление типовых конфигураций 1С., Повышение квалификации."|Высшее|От 3 лет|"Образование: высшее экономическое, бухгалтерское или техническое. , Опыт работы: бухгалтером/аудитором/консультантом/программистом в ""1С:Бухгалтерия предприятия"", ""1С:Зарплата и Управление персоналом"" (либо БГУ, ЗКГУ, УПП, КА, ERP) от 3-х лет., Обязательно: знание указанных программ., Желательно наличие сертификатов ""1С:Профессионал"", ""1С:Специалист"" или ""1С:Специалист-консультант"" по одной или нескольким конфигурациям., Приветствуются: начальные навыки программирования., Коммуникабельность, ответственность, стрессоустойчивость, исполнительность, неконфликтность. Высокий интерес к своей профессии и мотивация на постоянное повышение квалификации."|18.10.2023 09:14:00|728|
https://joblab.ru/vac3242390.html|Программист 1С|"ЗАО ""Коломна - Связь ТВ"""|Коломна|По договоренности|Полный рабочий день|Предприятие является фирмой-франчайзи 1С. Обслуживание как внутрифирменных конфигураций, так и конфигураций клиентов с выездами по г. Коломна и по юго-востоку МО. День нормированный, полное соблюдение ТК, вся зарплата белая, окладно-сдельная.|Установка, внедрение, сопровождение, доработка конфигураций под нужды клиентов. Желательно знание основ бухучета.|Высшее|От 1 года|"Наличие аттестата""1С:Специалист"" по платформе ""1С:Предприятие 8.3""."|18.10.2023 09:14:00|664|
https://joblab.ru/vac3454154.html|Сервис-инженер 1С|"ЗАО ""Коломна - Связь ТВ"""|Коломна|от 25 000 руб.|Полный рабочий день|Предприятие является фирмой-франчайзи 1С. Обслуживание как внутрифирменных конфигураций, так и (большая часть) клиентов с выездами по г. Коломна и по юго-востоку МО. День нормированный, полное соблюдение ТК, вся зарплата белая, окладно-сдельная., Возможность обучения от организации.|Установка на компьютер и первоначальная настройка программ 1С. , Подключение основных видов торгового оборудования., Подключение сервисов 1С., Доставка ИТС дисков, обновление типовых и измененных конфигураций. Администрирование БД 1С., Консультации клиентов по телефону., В перспективе - повышение уровня квалификации до программиста 1С или внедренца.|Высшее|Не требуется||18.10.2023 09:14:00|922|
https://joblab.ru/vac10268760.html|Системный администратор IT отдела|"ООО ""СЕРПРЕГИОНГАЗ"""|Серпухов|от 60 000 руб.|Полный рабочий день|Официальное трудоустройство, соблюдение ТК РФ, Заработная плата по результатам собеседования в зависимости от навыков и компетенций, Перспективы роста и развития в структуре компании.|анализ информационных потребностей структурных подразделений компании, решение вопросов по совершенствованию процесса хранения и обработки информации, контроль за работой компьютеров, устранение неисправностей, обобщение и анализ замечаний пользователей по результатам эксплуатации задач, инсталляция и настройка системного программного обеспечения, конфигурация программного обеспечения на рабочих станциях, создание и поддержание в актуальном состоянии пользовательских учетных записей, выявление ошибок пользователей и программного обеспечения, их устранение.|Среднее специальное|От 3 лет|Знать: , технологию механизированной обработки информации, методы классификации и кодирования информации, методы программирования, порядок оформления технической документации., Опыт работы от 3 лет|18.10.2023 09:14:00|853|
https://joblab.ru/vac11033756.html|Системный администратор (техник-монтажник)|"ООО ""Фитокосметик"""|Родники|от 60 000 руб.|Сменный график|Место работы: производственно-складской комплекс в д/п Родники, График работы: 22, с 8.00-20.00, Высокий уровень дохода, выплаты без задержек, премии по результатам работы|Замена картриджей, устранение мелких неисправностей офисной техники, Первичная настройка сети на новых рабочих местах (компьютерах, телефонах, камерах, принтерах), Работа в домене, Консультация сотрудников по работе с ПК (HelpDesk), Ведение IT документации (ITInvent), Отслеживание и своевременный заказ расходных материалов и периферии|Среднее|От 1 года|Опыт работы на Складских и Производственных площадках, Опыт работы системным администратором или помощником системного администратора от 3 лет, умение настроить устройство или установить windows 7/10/11/2012/2016/2019) (знание Unix (Ubuntu) - приветствуется, Опыт работы с IP телефонами (cisco, yealink), IP камерами (Beward, Polyvision, Hikvision), Сетевыми МФУ (Xerox, Brother, HP, Kyocera), Термо принтерами (Zebra и Godex), WiFi mikrotik, ТСД (MobileBase, Honeywell, Urovo) охранными системами Ajax, Опыт прокладки ЛВС|18.10.2023 09:13:00|64|
https://joblab.ru/vac10548334.html|Слесарь по КИПиА|"ЗАО ""Матвеевское"""|Одинцово|По договоренности|Полный рабочий день|Полный рабочий день с 08-00 до 17-00, Корпоративный транспорт от ст. ж/д Одинцово, Возможно предоставление общежития|Обеспечивать исправное состояние, безаварийную и надежную работу обслуживаемых устройств, оборудования КИПиА, правильную их эксплуатацию, своевременный качественный ремонт., Изучать условия работы устройств, выявлять причины преждевременного износа., Ведение технической документации.|Высшее|От 3 лет|Высшее технической образование, Желательно опыт работы на тепличном комбинате нового образца|18.10.2023 09:13:00|227|
https://joblab.ru/vac10210051.html|Программист-консультант 1С|"ООО ""Москворечье Трейдинг"""|Москва|По договоренности|Удаленная работа|Место работы: м. Шоссе Энтузиастов (7 мин. пешком), Оформление в соответствии с ТК РФ, График работы 5/2, Возможность работать дистанционно, Бесплатное питание при работе в офисе|"Внесение изменений в программный код информационных систем на платформе 1С (управляемые и неуправляемые формы), преимущественно устранение выявленных программных ошибок (качественное устранение, а не ""заплатка тяп-ляп""), Экспертное консультирование пользователей и сотрудников 2 линии поддержки по работе в 1С УТ 10.3, УТ 11.2, БИТ МДМ (закупки, продажи, склад), Устранение расхождений в данных при обменах между информационными системами, Управление номенклатурой и поставщиками в системе БИТ МДМ, Написание мини-инструкций для пользователей, Участие в поиске технических и архитектурных решений при проектировании или устранении ошибок функционала систем на платформе 1С, Поиск узких мест и оптимизация программного кода систем на платформе 1С, Обновление информационных систем."|Высшее|От 2 лет|Высшее техническое образование, Опыт работы в должности программиста-консультанта 1С от 2-х лет, Умение быстро читать и разбираться в чужом коде, Базовые знания основного стека WEB-технологий (обмен данными с системами не на платформе 1С).|18.10.2023 09:12:00|1171|
https://joblab.ru/vac10663799.html|Специалист интернет проектов (не удаленка)|"АО ""Делфин Груп"""|Пушкино|По договоренности|Полный рабочий день|График 5/2 с 09-00 до 18-00, Оформление по ТК РФ, Своевременная выплата з/п (2 раза в месяц), Корпоративный транспорт из Пушкино, Ивантеевка, Красноармейск, Социальная поддержка семей с детьми.|Поиск и регистрация доменных имен (для сайтов Компании), Написание тех. заданий для создания сайтов (дизайн, наполнение, функционал), Поиск и постановка задач дизайнерам сайтов, верстальщикам - за умеренную цену, Администрирование и продвижение сайтов, Поддержание сайтов в рабочем состоянии, Постановка задач, связанных с работой сайтов, серверов, связь с программистом, Работа с общей корпоративной почтой, Помощь всем отделам компании в создании презентаций, Удаленное сотрудничество невозможно!!!|Среднее специальное|От 3 лет|Опыт работы обязателен!|18.10.2023 09:11:00|278|
https://joblab.ru/vac10836475.html|Инженер-программист АСУ ТП|"АО ""Делфин Груп"""|Пушкино|По договоренности|Полный рабочий день|График работы: 5/2 . Оформление по ТК., Место работы: МО, г. Пушкино., Корпоративный транспорт., Социальная поддержка семей с детьми., Иногородним предоставляется койко-место в общежитии.|"Написание, обслуживание, исправление программ для промышленных контроллеров, реле. Навыки программирования и разработки ПО АСУ ТП, на базе PLC, HMI ""Siemens Logo"", S1200"", ""PLC OWEN"", ""HMI WEINTEK"". Самостоятельная разработка шкафов автоматики АСУ ТП. Осуществление пусконаладочных работ АСУ ТП."|Высшее|От 1 года|Уверенный пользователь ПК, знание программ TIA PORTAL, LOGO SOFT, CODESYS, EBpro. Знание английского языка приветствуется. Умение читать электрические и функциональные схемы. Умение быстро выявить и устранить неисправность оборудования, Установка, пуско-наладка и настройка оборудования.|18.10.2023 09:11:00|118|
https://joblab.ru/vac10202111.html|Системный администратор|"ООО ""Стат-Офис"""|Коломна|По договоренности|Полный рабочий день|Режим работы 5/2 с 08.40 до 17.00, Корпоративная мобильная связь, Доставка корпоративным транспортом (от ст. Голутвин), Оформление по ТК РФ (оплата отпуска, б/л и пр.)|Обслуживание локальной сети, Установка компьютерных программ, работа с рабочими станциями и серверами, Обеспечение бесперебойной работы оргтехники на предприятии, Устранение обнаруженных неполадок в работе компьютеров и оборудования|Высшее|От 1 года||18.10.2023 09:11:00|24|
https://joblab.ru/vac4685336.html|Программист|"ООО ""БЕЛЛА"""|Егорьевск|По договоренности|Полный рабочий день|Стабильная работа в производственной Компании, , Оформление в соответствии с ТК РФ, , Своевременная и достойная заработная плата, , Комфортные условия труда, , Доставка к месту работы и обратно транспортом предприятия.|Разработка и доработка функционала на платформе 1С Предприятие 8.3 (ЗУП, УПП, ЭДО, ТОИР), разработка и доработка отчетов по задачам производства, консультация пользователей по вносимым изменениям, оформление пользовательских инструкций, взаимодействие с организацией, осуществляющей поддержку некоторых конфигураций 1С, организация обмена между 1С и другими информационными системами.|Высшее|От 2 лет|Опыт работы разработчиком от 2-х лет, Опыт программирования на платформе 1С Предприятие 8.3, Опыт работы с конфигурациями 1С: УПП, ТОИР, Опыт работы с обычными и управляемыми формами ЭДО и ЗУП, Опыт взаимодействия с пользователями для формализации задач, Плюсом будет:, Работа с 1C: Аналитика, Работа c Oracle PL/SQL, Знание других языков программирования.|18.10.2023 09:09:00|3809|
https://joblab.ru/vac10532841.html|Системный администратор|"ООО ""БЕЛЛА"""|Егорьевск|По договоренности|Полный рабочий день|Стабильная работа в производственной Компании, Оформление в соответствии с ТК РФ, Своевременная и достойная заработная плата, Комфортные условия труда, Доставка к месту работы и обратно транспортом предприятия.|Консультация и обучение пользователей, Разработка инструкций для пользователей, Сопровождение Windows Servers 2XXX: AD, GPO, DNS, Radius, RDS, MS SQL, DFS, File server, Print Server, IIS, Сопровождение Linux серверов: DNS, SQUID, Zabbix, 1C, Apache, Сопровождение серверов 1С Предприятие, Сопровождение баз данных: MS SQL, PostgerSQL, Сопровождение платформ виртуализации: MS Hyper-v, Proxmox VE, VMware, Сопровождение локальной сети предприятия, Сопровождение телефонии предприятия, Сопровождение системы видеонаблюдения предприятия, Сопровождение СКУД систем предприятия, Участие в проектах по внедрению нового ПО, оборудования, Составление технических заданий на расширение, модернизацию СКС, Ведение проектной и рабочей документации, Взаимодействие с организациями осуществляющими поддержку, внедрение ПО и оборудования.|Высшее|От 2 лет|Высокий уровень обучаемости, Знание сетевых технологий: vlan, dhcp, dns, vpn, ipsec, firewall, маршрутизации: статическая, ospf и тд, Опыт работы с оборудованием Mikrotik и другим активным сетевым оборудованием уровней L2-L3, Знание операционных систем Linux: DNS, SQUID, Zabbix, Apache, iptables, Знание операционных систем Windows: AD, GPO, DNS, Radius, RDS, MS SQL, DFS, -File server, Print Server, IIS, Знание основ администрирования СУБД: MS SQL, PostgerSQL, Опыт работы с виртуальной инфраструктурой желателен, Опыт администрирования 1С Предприятие желателен, Высшее образование, Монтаж СКС (локально, серверные помещения, без высотных работ), Опыт работы не менее 2 лет, Базовый Английский.|18.10.2023 09:09:00|96|
https://joblab.ru/vac11170526.html|Системный администратор на склад|"ООО ""БЕЛЛА"""|Егорьевск|По договоренности|Полный рабочий день|Стабильная работа в производственной Компании, График работы 5/2 (1ая неделя с 6.00 до 14.00, 2ая - с 14.00 до 22.00), Оформление в соответствии с ТК РФ, Своевременная и достойная заработная плата, Комфортные условия труда, Доставка к месту работы и обратно транспортом предприятия.|Знание и администрирование 1С WMS Axelot X5, Установка и обслуживание навесного оборудования., Обеспечение работоспособности или своевременной замены терминалов, сканеров штрих кодов и принтеров этикеток, используемых в работе системы WMS ., Осуществление контроля за монтажем оборудования системыWMS в Секторе логистики специалистами других подразделений или сторонних организаций., Поддержка пользователей WMS., Доработка и создание новых приложений, дополняющих функционал системы WMS., Извлечение информации из базы данных., Участие в разработке и осуществлении мероприятий по повышению эффективности работы складского хозяйства, сокращению расходов на транспортировку и хранение товарно-материальных ценностей, внедрению в организацию складского хозяйства современных средств вычислительной техники, коммуникаций и связи.|Высшее|От 3 лет|Высшее/неполное высшее образование, Стаж работы на аналогичной должности не менее 3 лет, Ответственность, Желание развиваться .|18.10.2023 09:09:00|26|
https://joblab.ru/vac10235536.html|Инженер технической поддержки 2/2|Virgin Connect|Королев|37 000 — 40 000 руб.|Сменный график|Интересную работу в федеральной компании, График: 2/2, 5/2, Обучение продуктам и услугам компании, работа с опытными наставниками, возможность карьерного роста., Оформление по ТК РФ, оклад + ежемесячные премии, Льготные тарифы на услуги компании для сотрудников, Офис: г. Королев, мкр. Юбилейный|Прием входящих звонков от абонентов., Оказание технической поддержки абонентов., Диагностика неисправностей на линии., Консультирование клиентов по настройке оборудования (wi-fi роутеров, tv-приставок)|Среднее специальное|Не требуется|Уверенное знание операционных систем Windows 7, 8, 10, Стрессоустойчивость, Четкая и хорошо поставленная грамотная речь, Знание сетевых технологий Ethernet, настройка беспроводного сетевого оборудования (роутеров)|18.10.2023 09:08:00|110|
https://joblab.ru/vac10241739.html|Инженер по эксплуатации сети|Virgin Connect|Крекшино|до 70 000 руб.|Полный рабочий день|Оформление согласно ТК РФ, Интересные задачи позволяющие развивать профессиональные навыки, Белая заработная плата (оклад + премии+сдельные работы), График работы 5/2, Возможна подработка (самозанятый)|"Проведение подключения абонентам услуг ШПД и ТВ и устранение неисправности на ""последнем дюйме"" от коммутатора доступа до абонентского оборудования, Настройка доступа в сеть Интернет на компьютере абонента, Настройка абонентского роутера Wi-Fi D-Link, TP-Link, Zyxel и пр., Настройка IPTV приставки и TV приложения на телевизоре абонента, Проведение поиска неисправностей на домовых узлах и абонентских линиях, замена коммутаторов уровня доступа, Учет израсходованных материалов, Заполнение рабочей документации, Дежурство ""на дому"" согласно графику, выезд на аварии в случае необходимости, Умение пользоваться измерительным инструментом типа Fluke Network."|Среднее специальное|От 1 года|TCP/IP, SQL, VLAN, STP, Администрирование, OSPF|18.10.2023 09:08:00|324|
https://joblab.ru/vac10293014.html|Руководитель Контакт-центра.|Virgin Connect|Королев|от 50 000 руб.|Полный рабочий день|Интересную работу в крупной федеральной компании, График работы 5/2 с 9.00 - 18.00, Оформление по ТК РФ, оклад 50000, Качественный, конкурентоспособный продукт, Льготные тарифы на услуги компании для сотрудников|Подготовка данных для расчета ЗП, Работа в CRM, Обучение сотрудников КЦ ., Проверка подготовки сотрудников КЦ.., Подготовка предложений по автоматизации рабочих процессов КЦ., Проведение очных собеседований и собеседований по телефону, принятие решений о приеме на работу., Подготовка инструкций, сценариев, речевых модулей., Организация эффективного взаимодействия с другими подразделениями компании., Взаимодействие с другими отделами компании в рамках задачи по повышению качества предоставляемых услуг., Составление графика работы сотрудников., Контроль обеспечения сотрудников КЦ техническими средствами., Подготовка отчетов.|Высшее|От 2 лет|Обязателен от 2 лет на аналогичной должности или на должности заместителя начальника отдела., Знания сетевых технологий, основ построения локальных сетей, технологий подключения к сети Интернет., Руководство отделом.|18.10.2023 09:08:00|21|
https://joblab.ru/vac10403485.html|Менеджер проектов отдела продаж b2b, группа вторичных продаж (телесейлз)|Virgin Connect|Щелково|от 55 000 руб.|Удаленная работа|Сдельная от 55000|Исходящий обзвон абон.базы (теплая база), Продажа услуг и продуктов компании, Возврат клиентов, приостановивших пользование услугами компании , Коммерческие переговоры с клиентами в интересах компании, активные презентации дополнительных услуг, акционных предложений.|Высшее|От 1 года|ПК, , Знание техник продаж, Опыт ведения телефонных переговоров|18.10.2023 09:08:00|353|
https://joblab.ru/vac10459023.html|Монтажник слаботочных систем.|Virgin Connect|Королев|до 80 000 руб.|Полный рабочий день|Оформление согласно ТК РФ, Интересные задачи позволяющие развивать профессиональные навыки, Белая заработная плата (оклад + премии), График работы 5/2, Возможна подработка (самозанятый)|Выполнение подключения абонентов к услугам интернет, ТВ, телефония, Ремонт абонентских линий, Настройка абонентских устройств|Среднее специальное|От 1 года|TCP/IP, SQL, VLAN, STP, Администрирование, OSPF|18.10.2023 09:08:00|440|
https://joblab.ru/vac10459026.html|Монтажник слаботочных систем.|Virgin Connect|Московский|до 70 000 руб.|Полный рабочий день|Оформление согласно ТК РФ, Интересные задачи позволяющие развивать профессиональные навыки, Белая заработная плата (оклад + премии), График работы 5/2, Возможна подработка (самозанятый)|Выполнение подключения абонентов к услугам интернет, ТВ, телефония, Ремонт абонентских линий, Настройка абонентских устройств|Среднее специальное|От 1 года|TCP/IP, SQL, VLAN, STP, Администрирование, OSPF|18.10.2023 09:08:00|173|
https://joblab.ru/vac10459031.html|Монтажник слаботочных систем.|Virgin Connect|Апрелевка|от 60 000 руб.|Полный рабочий день|Оформление согласно ТК РФ, Интересные задачи позволяющие развивать профессиональные навыки, Белая заработная плата (оклад + премии), График работы 5/2, Возможна подработка (самозанятый)|Выполнение подключения абонентов к услугам интернет, ТВ, телефония, Ремонт абонентских линий, Настройка абонентских устройств|Среднее специальное|От 1 года|TCP/IP, SQL, VLAN, STP, Администрирование, OSPF|18.10.2023 09:08:00|206|
