job_href|job_title|employer|city|salary|schedule|conditions|responsibilities|education|experience|requirements|placement|job_views_value|job_simple_dis_sec
https://joblab.ru/vac10489494.html|Инженер технической поддержки|"ООО ""Кадровый Метод"""|Москва|от 100 000 руб.|Полный рабочий день|Аккредитованная IT компания, График работы 5/2 с 9 до 18 ч., Испытательный срок 3 месяца, Оклад от 100 000 руб. + квартальная премия по результатам работы, за участие во внедрениях, за проводимые обучения, При необходимости, компания обеспечивает обучение сотрудника программному обеспечению в профильном учебном центре, Место работы: 10 минут пешком от М. Курская, Чкаловская.|Изучает требуемые проектные задачи клиентов, выдает рекомендации по их решению средствами САПР, находящимися в портфеле компании, Запрашивает у Заказчика все необходимые для подбора решения для проектирования исходные данные, Предоставляет клиентам компании, осуществляющим строительные и проектные работы, рекомендации по составлению проектной и рабочей документации средствами САПР: nanoCAD / AutoCAD / ModelStudio CS, Изучает новые технологии, релизы САПР, выпускаемые разработчиками программ, входящих в зону компетенции, Устанавливает причины неудовлетворенности Заказчиков совместной работой, анализирует претензии и принимает все меры по их решению и сохранению деловых связей, Осуществляет контроль своевременного устранения замечаний, поступивших от Заказчиков, Формирует базу данных с информацией о Заказчиках (представителях строительно-монтажных и проектных организаций), своевременно вносит в нее изменения., Ведет переписку с Заказчиками по вопросам, которые входят в его компетенцию, Участвует в совещаниях, показах, технических презентациях, проводимых для Заказчиков, Оформляет отчеты по итогам работы за месяц и передает их руководителю компании, Оказание первой линии технической поддержки: консультирование клиентов по установке и настройке ПО, решение вопросов связанных с стандартными ошибками, взаимодействие с технической поддержкой разработчиков ПО, Проведение обучений пользователей программного обеспечения, Прохождение обучения и сдача сертификационных экзаменов у разработчиков ПО|Высшее|От 2 лет|В компанию - один из лидеров продаж программного обеспечения от ведущих российских и мировых разработчиков и производителей оборудования требуется инженер технической поддержки. , ----------, Требования:, Высшее образование (ПГС), Опыт работы от 2-х лет, Приветствуется любое дополнительное образование, например курсы по САПР системам, Глубокое знание САПР систем (AutoCAD/NanoCAD - обязательно!), навыки работы в них, Опыт внедрения САПР будет плюсом, Общее понимание процесса проектирования по разделам ПГС, понимание особенностей оформления документации, Хорошие навыки составления и проведения презентаций (Power Point), Навыки проведения технических показов, Знание продуктов CSDev приветствуется.|17.10.2023 18:49:00|556|
https://joblab.ru/vac10777249.html|TeamLead PHP / Laravel|"ООО ""Кадровый Метод"""|Москва|от 200 000 руб.|Полный рабочий день|Удаленная работа, полная занятость, График 5/2, с 9 до 18 или с 10 до 19 ч., Оклад от 200 000 руб. и выше, Испытательный срок 3 месяца, Оформление по договоренности: возможно ИП, самозанятый, в штат - все обсуждается, Компания находится в Москве, работать возможно из любой точки мира.|Планирование и оценка задач по разработке (сроки), Фиксирование задач в Asana (совместно с project-менеджерами), правильное распределение нагрузки, Разработка новых проектов, поддержка текущих, Контроль качества кода, Помощь в написании тех. документации, чтобы мы в дальнейшем использовали готовые решения и эффективно развивались.|Высшее|От 5 лет|В компанию - крупнейший сервис прямого бронирования санаториев, пансионатов и отелей требуется PHP разработчик Laravel (Senior/Teamlead), ----------------------, Требования:, Высшее образование, Опыт работы от 5 лет, Хорошее знание Laravel - опыт работы обязателен.|17.10.2023 18:49:00|371|
https://joblab.ru/vac10817049.html|Менеджер по работе с клиентами.|"ООО ""ИНТЕЛСК"""|Гжель|до 40 000 руб.|Сменный график|Обучение, поддержка., Работа в офисе график 2/2 с 9 до 22., Испытательный срок месяц, далее оформление по ТК., Обучение и испытательный срок проходит в офисе п. Родники.|Входящие звонки - техническая поддержка, консультация по услугам и подключению., Составление заявок на вторую линию технической поддержки., Исходящий обзвон - уведомление, работа с абонентами.|Среднее|Не требуется|Грамотная и чистая речь., Логическое мышление., Уверенный пользователь ПК., Знание офисных программ., Желание развиваться., Умение решать конфликтные ситуации., Многозадачность., Вежливое общение и стрессоустойчивость.|17.10.2023 18:12:00|145|
https://joblab.ru/vac11057979.html|Специалист тех. поддержки (работа из дома)|"ООО ""Директ Кредит Центр"""|Новосибирск|25 000 — 28 000 руб.|Удаленная работа|Работа в крупной, стабильной компании, являющейся лидером в области комплексного POS-кредитования, Оформление по ТК РФ, Обучение с первого рабочего дня, которое Вам оплачивается (10 рабочих дней), Заработная плата складывается из почасовой ставки + премия, Удаленный формат работы, График работы сменный (обсуждается индивидуально с руководителем). Полная занятость, московское время, Молодой и дружный коллектив, Возможности реального профессионального роста (старший специалист, аналитик, разработчик и т.д.), Корпоративные подарки сотрудникам и детям.|Консультирование клиентов в чатах по вопросам нашего программного обеспечения, Обработка входящих обращений, звонков, писем, Чтение и интерпретация логов программного обеспечения, информирование о массовых сбоях и ошибках|Среднее|Не требуется|Опыт работы в технической поддержке или колл-центре (приветствуется, но не обязателен), Грамотная и четкая речь, Стрессоустойчивость, Базовые знания работы с ПК, Желание учиться и изучать новое на постоянной основе, Желание общаться с людьми и помогать им|17.10.2023 18:06:00|106|
https://joblab.ru/vac11057983.html|Специалист тех. поддержки (работа из дома)|"ООО ""Директ Кредит Центр"""|Баган|25 000 — 28 000 руб.|Удаленная работа|Работа в крупной, стабильной компании, являющейся лидером в области комплексного POS-кредитования, Оформление по ТК РФ, Обучение с первого рабочего дня, которое Вам оплачивается (10 рабочих дней), Заработная плата складывается из почасовой ставки + премия, Удаленный формат работы, График работы сменный (обсуждается индивидуально с руководителем). Полная занятость, московское время, Молодой и дружный коллектив, Возможности реального профессионального роста (старший специалист, аналитик, разработчик и т.д.), Корпоративные подарки сотрудникам и детям.|Консультирование клиентов в чатах по вопросам нашего программного обеспечения, Обработка входящих обращений, звонков, писем, Чтение и интерпретация логов программного обеспечения, информирование о массовых сбоях и ошибках|Среднее|Не требуется|Опыт работы в технической поддержке или колл-центре (приветствуется, но не обязателен), Грамотная и четкая речь, Стрессоустойчивость, Базовые знания работы с ПК, Желание учиться и изучать новое на постоянной основе, Желание общаться с людьми и помогать им|17.10.2023 18:06:00|48|
https://joblab.ru/vac11057987.html|Специалист тех. поддержки (работа из дома)|"ООО ""Директ Кредит Центр"""|Барабинск|25 000 — 28 000 руб.|Удаленная работа|Работа в крупной, стабильной компании, являющейся лидером в области комплексного POS-кредитования, Оформление по ТК РФ, Обучение с первого рабочего дня, которое Вам оплачивается (10 рабочих дней), Заработная плата складывается из почасовой ставки + премия, Удаленный формат работы, График работы сменный (обсуждается индивидуально с руководителем). Полная занятость, московское время, Молодой и дружный коллектив, Возможности реального профессионального роста (старший специалист, аналитик, разработчик и т.д.), Корпоративные подарки сотрудникам и детям.|Консультирование клиентов в чатах по вопросам нашего программного обеспечения, Обработка входящих обращений, звонков, писем, Чтение и интерпретация логов программного обеспечения, информирование о массовых сбоях и ошибках|Среднее|Не требуется|Опыт работы в технической поддержке или колл-центре (приветствуется, но не обязателен), Грамотная и четкая речь, Стрессоустойчивость, Базовые знания работы с ПК, Желание учиться и изучать новое на постоянной основе, Желание общаться с людьми и помогать им|17.10.2023 18:06:00|52|
https://joblab.ru/vac11057989.html|Специалист тех. поддержки (работа из дома)|"ООО ""Директ Кредит Центр"""|Бердск|25 000 — 28 000 руб.|Удаленная работа|Работа в крупной, стабильной компании, являющейся лидером в области комплексного POS-кредитования, Оформление по ТК РФ, Обучение с первого рабочего дня, которое Вам оплачивается (10 рабочих дней), Заработная плата складывается из почасовой ставки + премия, Удаленный формат работы, График работы сменный (обсуждается индивидуально с руководителем). Полная занятость, московское время, Молодой и дружный коллектив, Возможности реального профессионального роста (старший специалист, аналитик, разработчик и т.д.), Корпоративные подарки сотрудникам и детям.|Консультирование клиентов в чатах по вопросам нашего программного обеспечения, Обработка входящих обращений, звонков, писем, Чтение и интерпретация логов программного обеспечения, информирование о массовых сбоях и ошибках|Среднее|Не требуется|Опыт работы в технической поддержке или колл-центре (приветствуется, но не обязателен), Грамотная и четкая речь, Стрессоустойчивость, Базовые знания работы с ПК, Желание учиться и изучать новое на постоянной основе, Желание общаться с людьми и помогать им|17.10.2023 18:06:00|50|
https://joblab.ru/vac11057990.html|Специалист тех. поддержки (работа из дома)|"ООО ""Директ Кредит Центр"""|Болотное|25 000 — 28 000 руб.|Удаленная работа|Работа в крупной, стабильной компании, являющейся лидером в области комплексного POS-кредитования, Оформление по ТК РФ, Обучение с первого рабочего дня, которое Вам оплачивается (10 рабочих дней), Заработная плата складывается из почасовой ставки + премия, Удаленный формат работы, График работы сменный (обсуждается индивидуально с руководителем). Полная занятость, московское время, Молодой и дружный коллектив, Возможности реального профессионального роста (старший специалист, аналитик, разработчик и т.д.), Корпоративные подарки сотрудникам и детям.|Консультирование клиентов в чатах по вопросам нашего программного обеспечения, Обработка входящих обращений, звонков, писем, Чтение и интерпретация логов программного обеспечения, информирование о массовых сбоях и ошибках|Среднее|Не требуется|Опыт работы в технической поддержке или колл-центре (приветствуется, но не обязателен), Грамотная и четкая речь, Стрессоустойчивость, Базовые знания работы с ПК, Желание учиться и изучать новое на постоянной основе, Желание общаться с людьми и помогать им|17.10.2023 18:06:00|45|
https://joblab.ru/vac11057991.html|Специалист тех. поддержки (работа из дома)|"ООО ""Директ Кредит Центр"""|Венгерово|25 000 — 28 000 руб.|Удаленная работа|Работа в крупной, стабильной компании, являющейся лидером в области комплексного POS-кредитования, Оформление по ТК РФ, Обучение с первого рабочего дня, которое Вам оплачивается (10 рабочих дней), Заработная плата складывается из почасовой ставки + премия, Удаленный формат работы, График работы сменный (обсуждается индивидуально с руководителем). Полная занятость, московское время, Молодой и дружный коллектив, Возможности реального профессионального роста (старший специалист, аналитик, разработчик и т.д.), Корпоративные подарки сотрудникам и детям.|Консультирование клиентов в чатах по вопросам нашего программного обеспечения, Обработка входящих обращений, звонков, писем, Чтение и интерпретация логов программного обеспечения, информирование о массовых сбоях и ошибках|Среднее|Не требуется|Опыт работы в технической поддержке или колл-центре (приветствуется, но не обязателен), Грамотная и четкая речь, Стрессоустойчивость, Базовые знания работы с ПК, Желание учиться и изучать новое на постоянной основе, Желание общаться с людьми и помогать им|17.10.2023 18:06:00|43|
https://joblab.ru/vac11057994.html|Специалист тех. поддержки (работа из дома)|"ООО ""Директ Кредит Центр"""|Горный|25 000 — 28 000 руб.|Удаленная работа|Работа в крупной, стабильной компании, являющейся лидером в области комплексного POS-кредитования, Оформление по ТК РФ, Обучение с первого рабочего дня, которое Вам оплачивается (10 рабочих дней), Заработная плата складывается из почасовой ставки + премия, Удаленный формат работы, График работы сменный (обсуждается индивидуально с руководителем). Полная занятость, московское время, Молодой и дружный коллектив, Возможности реального профессионального роста (старший специалист, аналитик, разработчик и т.д.), Корпоративные подарки сотрудникам и детям.|Консультирование клиентов в чатах по вопросам нашего программного обеспечения, Обработка входящих обращений, звонков, писем, Чтение и интерпретация логов программного обеспечения, информирование о массовых сбоях и ошибках|Среднее|Не требуется|Опыт работы в технической поддержке или колл-центре (приветствуется, но не обязателен), Грамотная и четкая речь, Стрессоустойчивость, Базовые знания работы с ПК, Желание учиться и изучать новое на постоянной основе, Желание общаться с людьми и помогать им|17.10.2023 18:06:00|45|
